Năm;Tháng;Ngày;Tên Cty nhập khẩu;Địa chỉ Cty nhập khẩu;HS code;Tên hàng;Thuế suất XNK;Đơn vị tính;Số Lượng;Đơn giá Nguyên tệ;Đơn giá khai báo(USD);Trị giá USD;Nguyên tệ;Tỷ giá nguyên tệ;Tỷ giá USD;Mã phương thức thanh toán;Điều kiện giao hàng;Phương tiện vận chuyển;Tên nuớc xuất khẩu;Tên nước nhập khẩu;Chi cục hải quan;Loại hình;Số tờ khai
2024;9;9/2/24;MV CAPE SAMPAGITA;;03023400;CÁ NGỪ MẮT TO TƯƠI NGUYÊN CON#&VN;0;Kilogam; 	10 ; 	3,00 ; 	3,00 ; 	30 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306709194540
2024;9;9/3/24;MV ASAHI BULKER;;03023400;CÁ NGỪ MẮT TO TƯƠI NGUYÊN CON#&VN;0;Kilogam; 	40 ; 	2,00 ; 	2,00 ; 	80 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Panama;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306709436300
2024;9;9/6/24;MV JUBILANT TREASURE;;03023400;CÁ NGỪ MẮT TO TƯƠI NGUYÊN CON#&VN;0;Kilogam; 	40 ; 	2,00 ; 	2,00 ; 	80 ;USD; 	24.690,00 ; 	24.690,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306719076810
2024;9;9/12/24;MV ASC GLORY;;03023400;CÁ NGỪ MẮT TO TƯƠI NGUYÊN CON#&VN;0;Kilogam; 	40 ; 	2,00 ; 	2,00 ; 	80 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306731572511
2024;9;9/17/24;MV OPERA WHITE;;03023400;CÁ NGỪ MẮT TO TƯƠI NGUYÊN CON#&VN;0;Kilogam; 	40 ; 	2,00 ; 	2,00 ; 	80 ;USD; 	24.410,00 ; 	24.410,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306744735420
2024;9;9/13/24;SOK SAMNANG;LOK, XAY SOC, CAM PHONG TRACH, KAMPOT, CAMBODIA, KH;03023900;Cá ngừ tươi con ướp lạnh loại từ 1-4con/kg (10kg/kết)chưa có nước đá #&VN;0;Kilogam; 	800 ; 	1,10 ; 	1,10 ; 	880 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;DAF;4-Đường bộ (xe tải);Viet Nam;Cambodia;Chi cục HQ CK Quốc Tế Hà Tiên;Xuất kinh doanh;306734928310
2024;9;9/23/24;SOK SAMNANG;LOK, XAY SOC, CAM PHONG TRACH, KAMPOT, CAMBODIA, KH;03023900;Cá ngừ tươi con ướp lạnh loại từ 1-4con/kg (10kg/kết)chưa có nước đá #&VN;0;Kilogam; 	700 ; 	1,10 ; 	1,10 ; 	770 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;DAF;4-Đường bộ (xe tải);Viet Nam;Viet Nam;Chi cục HQ CK Quốc Tế Hà Tiên;Xuất kinh doanh;306759280350
2024;9;9/11/24;MV INGENUITY;;03028929;Cá ngừ dầu ướp lạnh, hàng cung ứng cho tàu MV INGENUITY#&VN;0;Kilogam; 	48 ; 	15.000,00 ; 	0,61 ; 	29 ;VND; 	-   ; 	24.580,00 ;CASH;DAP;9-Khác;Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất kinh doanh;306729700451
2024;9;9/6/24;SEALAND FOODSTUFF TRADING CO.;PETROMIN DIST.,STAR CIRCLE, JEDDAH, KINGDOM OF SAUDI ARABIA, TEL: 00966126352052, SA;03034100;CNVDSLICE5803-8#&CÁ NGỪ SLICE ĐÔNG LẠNH ( Tên khoa học: Thunnus alalunga)#&KXĐ;0;Kilogam; 	2.350 ; 	4,83 ; 	4,83 ; 	11.351 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Saudi Arabia;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306716791310
2024;9;9/6/24;SEALAND FOODSTUFF TRADING CO.;PETROMIN DIST.,STAR CIRCLE, JEDDAH, KINGDOM OF SAUDI ARABIA, TEL: 00966126352052, SA;03034100;CNVDSLICE3933-8#&CÁ NGỪ SLICE ĐÔNG LẠNH ( Tên khoa học: Thunnus alalunga)#&KXĐ;0;Kilogam; 	650 ; 	4,83 ; 	4,83 ; 	3.140 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Saudi Arabia;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306716791310
2024;9;9/21/24;SARL THON LITTORAL;;03034100;Vụn cá ngừ đông lạnh, đóng gói: 20 KGS/Carton- FROZEN TUNA FLAKES FOR PROCESSING, hàng mới 100%#&VN;0;Kilogam; 	25.000 ; 	2,77 ; 	2,30 ; 	57.500 ;USD; 	24.410,00 ; 	24.410,00 ;LC;CFR;2-Đường biển (container);Viet Nam;Algeria;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306757674550
2024;9;9/6/24;INTERFOOD SARL;47 BOULEVARD DE LA REPUBLIQUE, 13100 AIX EN PROVENCE, FRANCE, FR;03034200;FROZEN TUNA STEAK SKIN ON, BONE IN ( Cá Ngừ Vây Vàng cắt khoanh đông lạnh). Đóng gói: 800 gr/túi, 10 túi/thùng, 8 kg/thùng#&VN;0;Kilogam; 	3.976 ; 	5,00 ; 	5,00 ; 	19.880 ;USD; 	24.690,00 ; 	24.690,00 ;LC;CFR;2-Đường biển (container);Viet Nam;France;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306719247130
2024;9;9/6/24;INTERFOOD SARL;47 BOULEVARD DE LA REPUBLIQUE, 13100 AIX EN PROVENCE, FRANCE, FR;03034200;FROZEN TUNA STEAK SKIN ON, BONE IN ( Cá Ngừ Vây Vàng cắt khoanh đông lạnh). Đóng gói: bulk 10 kg/thùng#&VN;0;Kilogam; 	1.280 ; 	4,90 ; 	4,90 ; 	6.272 ;USD; 	24.690,00 ; 	24.690,00 ;LC;CFR;2-Đường biển (container);Viet Nam;France;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306719247130
2024;9;9/18/24;GCG MEAT VENTURES;. ALANG-ALANG, MANDAUE CITY CEBU 60 14 PH;03034200;Cá ngừ loin xông C.O đông lạnh, xô 20kg/ thùng#&VN;0;Kilogam; 	3.000 ; 	6,15 ; 	6,05 ; 	18.163 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306748139260
2024;9;9/18/24;AL SAMAKA AL MUTMAYAZA TRADING EST;;03034200;CNSLICE212-1#&CÁ NGỪ SLICE ĐÔNG LẠNH ( Tên khoa học: Thunnus Albacares )#&KXĐ;0;Kilogam; 	2.150 ; 	4,35 ; 	4,35 ; 	9.353 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Saudi Arabia;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306748834840
2024;9;9/18/24;AL SAMAKA AL MUTMAYAZA TRADING EST;;03034200;CNSLICE7240#&CÁ NGỪ SLICE ĐÔNG LẠNH ( Tên khoa học: Thunnus Albacares )#&KXĐ;0;Kilogam; 	3.850 ; 	4,35 ; 	4,35 ; 	16.748 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Saudi Arabia;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306748834840
2024;9;9/21/24;"LTD ""RPK NEPTUNE""";601108, RUSSIA, VLADIMIRSKAYA, PETUSHINSKY, LEONOVO VILLAGE, POLEVAYA STREET, 14, RU;03034200;EDW-YLLO21-210924#&Cá ngừ vây vàng loin (còn da, còn xương) đông lạnh#&SC;0;Kilogam; 	25.500 ; 	4,95 ; 	4,95 ; 	126.225 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Russian Federation;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306758258610
2024;9;9/21/24;"LTD ""RPK NEPTUNE""";601108, RUSSIA, VLADIMIRSKAYA, PETUSHINSKY, LEONOVO VILLAGE, POLEVAYA STREET, 14, RU;03034200;EDW-YLLO41-210924#&Cá ngừ vây vàng loin (còn da, còn xương) đông lạnh#&SC;0;Kilogam; 	25.500 ; 	4,95 ; 	4,95 ; 	126.225 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Russian Federation;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306758827230
2024;9;9/21/24;"LTD ""RPK NEPTUNE""";601108, RUSSIA, VLADIMIRSKAYA, PETUSHINSKY, LEONOVO VILLAGE, POLEVAYA STREET, 14, RU;03034200;EDW-YLLO31-210924#&Cá ngừ vây vàng loin (còn da, còn xương) đông lạnh#&SC;0;Kilogam; 	25.500 ; 	4,95 ; 	4,95 ; 	126.225 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Russian Federation;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306758898150
2024;9;9/23/24;"LTD ""RPK NEPTUNE""";601108, RUSSIA, VLADIMIRSKAYA, PETUSHINSKY, LEONOVO VILLAGE, POLEVAYA STREET, 14, RU;03034200;ENT-YLLO91-210924#&Cá ngừ vây vàng loin (còn da, còn xương) đông lạnh#&PH;0;Kilogam; 	6.611 ; 	4,95 ; 	4,95 ; 	32.724 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Russian Federation;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306759796620
2024;9;9/23/24;"LTD ""RPK NEPTUNE""";601108, RUSSIA, VLADIMIRSKAYA, PETUSHINSKY, LEONOVO VILLAGE, POLEVAYA STREET, 14, RU;03034200;ENT-YLLO92-210924#&Cá ngừ vây vàng loin (còn da, còn xương) đông lạnh#&PH;0;Kilogam; 	6.991 ; 	4,95 ; 	4,95 ; 	34.605 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Russian Federation;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306759796620
2024;9;9/23/24;"LTD ""RPK NEPTUNE""";601108, RUSSIA, VLADIMIRSKAYA, PETUSHINSKY, LEONOVO VILLAGE, POLEVAYA STREET, 14, RU;03034200;ENT-YLLO93-210924#&Cá ngừ vây vàng loin (còn da, còn xương) đông lạnh#&PH;0;Kilogam; 	11.898 ; 	4,95 ; 	4,95 ; 	58.895 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CIF;2-Đường biển (container);Viet Nam;Russian Federation;Chi cục HQ CK Cảng Cam Ranh;Xuất sản phẩm sản xuất xuất khẩu;306759796620
2024;9;9/23/24;MV: ANEMONA;;03034200;Cá ngừ vây vàng đông lạnh, hàng mới 100%#&VN;0;Kilogam; 	15 ; 	75.671,00 ; 	3,10 ; 	47 ;VND; 	-   ; 	24.410,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306762455812
2024;9;9/25/24;MV: GT SELENE;;03034200;Cá ngừ vây vàng đông lạnh, hàng mới 100%#&VN;0;Kilogam; 	15 ; 	75.671,00 ; 	3,10 ; 	47 ;VND; 	-   ; 	24.410,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Cam Ranh;Xuất khẩu hàng khác;306766845031
2024;9;9/26/24;MV: SOUTHERN HOPE;;03034200;Cá ngừ vây vàng đông lạnh, hàng mới 100%#&VN;0;Kilogam; 	10 ; 	72.300,00 ; 	2,96 ; 	30 ;VND; 	-   ; 	24.410,00 ;KC;FOB;3-Đường biển (hàng rời, lỏng...);Viet Nam;Panama;Chi cục HQ Vân Phong;Xuất khẩu hàng khác;306770847851
2024;9;9/3/24;MV. C.S.BRIGHT;;03034300;CÁ NGỪ VẰN NGUYÊN CON ĐÔNG LẠNH#&VN;0;Kilogam; 	4 ; 	4,20 ; 	4,20 ; 	17 ;USD; 	24.690,00 ; 	24.690,00 ;KC;DAP;3-Đường biển (hàng rời, lỏng...);Viet Nam;Panama;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306709425540
2024;9;9/10/24;CANDA SIX FORTUNE ENTERPRISE CO., LTD;ONTARIO DIVISION 420, NUGGET AVENUE,UNIT 2, TORONTO, ON M1S 4A4 CA;03034300;Cá Ngừ vằn nguyên con đông lạnh #&VN;0;Kilogam; 	2.500 ; 	2,40 ; 	2,40 ; 	6.000 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK cảng Cái Mép;Xuất kinh doanh;306727318350
2024;9;9/13/24;SOUTHERN STAR TRADING INC;9205 RUSH ST, UNIT C S.EL MONTE, CA 91733, USA, US;03034300;Cá ngừ bông nguyên con 2/4 đông lạnh, (Packing NW: 15 kg/ctn). Hàng mới 100%.#&VN;0;Kilogam; 	3.000 ; 	2,71 ; 	2,50 ; 	7.507 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CIF;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306737640220
2024;9;9/13/24;SOUTHERN STAR TRADING INC;9205 RUSH ST, UNIT C S.EL MONTE, CA 91733, USA, US;03034300;Cá ngừ bông nguyên con 4/6 đông lạnh, (Packing NW: 15 kg/ctn). Hàng mới 100%.#&VN;0;Kilogam; 	1.500 ; 	2,71 ; 	2,50 ; 	3.753 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CIF;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306737640220
2024;9;9/13/24;SOUTHERN STAR TRADING INC;9205 RUSH ST, UNIT C S.EL MONTE, CA 91733, USA, US;03034300;Cá ngừ ồ đông lạnh, (Packing NW: 13.62 kg/ctn). Hàng mới 100%.#&VN;0;Kilogam; 	2.043 ; 	2,70 ; 	2,49 ; 	5.093 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CIF;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306737640220
2024;9;9/13/24;APO PRODUCTS LTD;5590 FINCH AVE EAST, UNIT 1, TORONTO, ON M1B1T1, CANADA, CA;03034300;Cá Ngừ vằn nguyên con đông lạnh#&VN;0;Kilogam; 	4.500 ; 	3,02 ; 	3,02 ; 	13.590 ;USD; 	24.580,00 ; 	24.580,00 ;KC;C&F;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ Cảng Cát Lở;Xuất kinh doanh;306737078600
2024;9;9/15/24;MV. GLORIOUS ROSE;;03034300;CÁ NGỪ VẰN NGUYÊN CON ĐÔNG LẠNH#&VN;0;Kilogam; 	3 ; 	4,20 ; 	4,20 ; 	13 ;USD; 	24.580,00 ; 	24.580,00 ;KC;DAP;3-Đường biển (hàng rời, lỏng...);Viet Nam;Japan;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306740429940
2024;9;9/15/24;PRINCESS LILY;LIBERIA, LR;03034300;CÁ NGỪ VẰN NGUYÊN CON ĐÔNG LẠNH#&VN;0;Kilogam; 	4 ; 	4,20 ; 	4,20 ; 	17 ;USD; 	24.580,00 ; 	24.580,00 ;KC;DAP;3-Đường biển (hàng rời, lỏng...);Viet Nam;Liberia;Chi cục HQ CK Cảng Cam Ranh;Xuất khẩu hàng khác;306740509040
2024;9;9/20/24;MV. CROSSANDRA;;03034300;CÁ NGỪ VẰN NGUYÊN CON ĐÔNG LẠNH#&VN;0;Kilogam; 	3 ; 	4,20 ; 	4,20 ; 	13 ;USD; 	24.410,00 ; 	24.410,00 ;KC;DAP;3-Đường biển (hàng rời, lỏng...);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306753463240
2024;9;9/23/24;NAVOTAS FISHPORT COMPLEX MARKET 2 STALL OWNERS ASSOCIATION, INC; UNIT E #7 SANTIAGO ST., SIPAC-ALMACEN, NAVOTAS CITY, PHILIPPINES, PH;03034300;Cá ngừ ồ nguyên con đông lạnh , đóng thùng , nhiệt độ bảo quản -18 độ, xuất xứ Việt Nam#&VN;0;Kilogam; 	25.200 ; 	1,40 ; 	1,37 ; 	34.620 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Philippines;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306761064060
2024;9;9/25/24;HEN LONG MARKET - ORIENTAL FOODS CO., LTD.;14351 - 104 AVENUE, SURREY, BC. CANADAV3T 1Y1, CANADA, CA;03034300;Cá ngừ bông nguyên con làm sạch đông lạnh, (Packing NW: 15.00 kg/ctn). Hàng mới 100%.#&VN;0;Kilogam; 	2.250 ; 	2,75 ; 	2,75 ; 	6.188 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306766679020
2024;9;9/27/24;RELL AND RENN FISHING CORPORATION;;03034300;FROZEN BONITO size B (Cá ngừ đông lạnh nguyên con size B, 10kgs/thùng, ). Bảo quản ở nhiệt độ -18oC.#&VN;0;Kilogam; 	55.400 ; 	1,10 ; 	1,10 ; 	60.940 ;USD; 	24.410,00 ; 	24.410,00 ;KC;C&F;2-Đường biển (container);Viet Nam;Philippines;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306775565520
2024;9;9/30/24;ASROPA FOOD GMBH;BERLINER STR. 6 - 21509 GLINDE, GERMANY, DE;03034300;CÁ NGỪ SỌC DƯA CẮT LÁT ĐÔNG LẠNH . SARDA ORIENTALIS PK: IQF, 1KG/PA VAC BAGX10 = 10KG/CTN, SL 100CTNS#&VN;0;Kilogam; 	1.000 ; 	3,40 ; 	3,40 ; 	3.400 ;USD; 	24.460,00 ; 	24.460,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Germany;Chi cục HQ Tây Đô;Xuất kinh doanh;306784107730
2024;9;9/30/24;MV. WHITE KINGDOM;;03034300;CÁ NGỪ VẰN NGUYÊN CON ĐÔNG LẠNH#&VN;0;Kilogam; 	3 ; 	4,20 ; 	4,20 ; 	13 ;USD; 	24.460,00 ; 	24.460,00 ;KC;DAP;3-Đường biển (hàng rời, lỏng...);Viet Nam;Japan;Chi cục HQ CK Cảng Dung Quất;Xuất khẩu hàng khác;306784142140
2024;9;9/9/24;HONG YONG SEAFOOD SUPPLIES SDN BHD;NO 556, LOT 8, JALAN SIMEN RAYA, PENDING INDUSTRIAL ESTATE, 93450 KUCHING, SARAWAK, MALAYSIA, MY;03034910;"Cá ngừ bò đông lạnh(xuất xứ Việt Nam; đóng gói: 10kg/thùng)size (gr/con) : 500/800#&VN";0;Kilogam; 	27.000 ; 	1,45 ; 	1,39 ; 	37.649 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Malaysia;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306724649840
2024;9;9/17/24;RBL FISHING CORPORATION;925 M. NAVAL ST. NAVOTAS CITY, PHILIPPINES, PH;03034910;Cá ngừ nguyên con đông lạnh, đóng goi 10kg/thung -VN#&VN;0;Kilogam; 	28.000 ; 	1,25 ; 	1,22 ; 	34.185 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Philippines;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306745648660
2024;9;9/21/24;SOON HUAT FROZEN FOOD SDN BHD;7, JALAN HAJI ABDUL MANAN 3/KU8, KAWASAN PERINDUSTRIAN MERUT BARAT, 42200 KAPAR, KLANG, SELANGOR, MALAYSIA, MY;03034910;CÁ NGỪ NGUYÊN CON ĐÔNG LẠNH (FROZEN LONG TAIL TUNA), 10KG/CTN#&VN;0;Kilogam; 	27.180 ; 	1,40 ; 	1,36 ; 	37.052 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Malaysia;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306758181610
2024;9;9/24/24;RBL FISHING CORPORATION;925 M. NAVAL ST. NAVOTAS CITY, PHILIPPINES, PH;03034910;Cá ngừ nguyên con đông lạnh, đóng goi 10kg/thung -VN#&VN;0;Kilogam; 	56.000 ; 	1,32 ; 	1,29 ; 	72.442 ;USD; 	24.410,00 ; 	24.410,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Philippines;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306765599400
2024;9;9/24/24;PIONEER TRADING CO;LOT 610,GROUND FLOOR,BATU, NIAH BAZAAR,NIAH,MRI 56/96., MY;03034910;Cá ngừ nguyên con đông lạnh, Packing: 10kg/ctn#&VN;0;Kiện/Hộp/Bao/Gói; 	138 ; 	12,50 ; 	11,94 ; 	1.647 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306765008450
2024;9;9/24/24;PIONEER TRADING CO;LOT 610,GROUND FLOOR,BATU, NIAH BAZAAR,NIAH,MRI 56/96., MY;03034910;Cá ngừ nguyên con đông lạnh, Packing: 10kg/ctn#&VN;0;Kiện/Hộp/Bao/Gói; 	70 ; 	14,70 ; 	14,04 ; 	983 ;USD; 	24.410,00 ; 	24.410,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306765008450
2024;9;9/30/24;GIN MING COLDSTORAGE SDN.BHD. (433267-M);LOT 2203, BLOCK 5  SLD, JALAN DING LIK KONG, 96000 SIBU,  SARAWAK, MALAYSIA, MY;03034910;CÁ NGỪ NGUYÊN CON ĐÔNG LẠNH (Thunnus tonggol) SIZE : 300-500 GRAM/CON, N.W : 10 KG/THÙNG, G.W : 10.2 kg/thùng#&VN;0;Kilogam; 	8.000 ; 	1,30 ; 	1,25 ; 	10.014 ;USD; 	24.460,00 ; 	24.460,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Malaysia;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306782502850
2024;9;9/30/24;GIN MING COLDSTORAGE SDN.BHD. (433267-M);LOT 2203, BLOCK 5  SLD, JALAN DING LIK KONG, 96000 SIBU,  SARAWAK, MALAYSIA, MY;03034910;CÁ NGỪ NGUYÊN CON ĐÔNG LẠNH (Thunnus tonggol) SIZE : 500-800 GRAM/CON, N.W : 10 KG/THÙNG, G.W : 10.2 kg/thùng#&VN;0;Kilogam; 	20.000 ; 	1,50 ; 	1,44 ; 	28.886 ;USD; 	24.460,00 ; 	24.460,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;Malaysia;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306782502850
2024;9;9/6/24;EAST BAY WHOLESALES CORP;186 W. LOUDON ST., PHILADELPHIA, PA. 19120, USA, US;03034990;Cá ngừ ồ nguyên con đông lạnh (Tên khoa học: Auxis Rochei), (33LBS), (15Kg/thùng).#&VN;0;Kiện/Hộp/Bao/Gói; 	80 ; 	36,30 ; 	36,30 ; 	2.904 ;USD; 	24.690,00 ; 	24.690,00 ;TTR;FOB;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306718537810
2024;9;9/6/24;EUROMEX SEAFOOD;WELSER  STR.1 (AM WASSERTURM), D. 59557 LIPPSTADT, STADT GERMANY., DE;03034990;Cá ngừ đông lạnh (Đóng gói: 10kg/thùng)#&VN;0;Kilogam; 	1.940 ; 	4,25 ; 	4,25 ; 	8.245 ;USD; 	24.690,00 ; 	24.690,00 ;KC;CFR;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306719365210
2024;9;9/9/24;SAKY GROUP PTE. LTD;;03034990;Cá ngừ nguyên con đông lạnh, bảo quản nhiệt độ - 18 độ, mới 100%, xuất xứ Việt Nam.#&VN;0;Kilogam; 	4.300 ; 	2,32 ; 	2,32 ; 	9.976 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;C&F;2-Đường biển (container);Viet Nam;Singapore;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306722517310
2024;9;9/9/24;AFOD LTD;940 CLIVEDEN AVE. DELTA, BC V3M 5R5, CANADA, CA;03034990;Cá Ngừ Chù (Skipack Tuna) size 700 gr up /con đông lạnh nguyên con#&VN;0;Kilogam; 	4.250 ; 	3,09 ; 	3,09 ; 	13.133 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CIF;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ Cảng Cát Lở;Xuất kinh doanh;306721826630
2024;9;9/9/24;SHINY STAR CANADA LTD;161 MCPHERSON STREET, MARKHAM ON L3R, CANADA, CA;03034990;Cá ngừ chù (Skipkjack Tuna) Size 700 up gr/ con đông lạnh nguyên con#&VN;0;Kilogam; 	3.000 ; 	3,17 ; 	3,17 ; 	9.522 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CIF;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ Cảng Cát Lở;Xuất kinh doanh;306722963060
2024;9;9/10/24;J DELUCA FISH COMPANY INC;2194 SIGNAL PLACE, SAN PEDRO, CA 90731, USA, US;03034990;CÁ NGỪ Ồ ĐÔNG LẠNH (AUXIS ROCHEI) SIZE 150/250, 40 LBS/CTN#&VN;0;LBS; 	16.000 ; 	1,25 ; 	1,17 ; 	18.752 ;USD; 	24.580,00 ; 	24.580,00 ;TTR;CFR;2-Đường biển (container);Viet Nam;United States of America;Chi cục HQ CK Cảng Sài Gòn KV I;Xuất kinh doanh;306724737560
2024;9;9/10/24;CANDA SIX FORTUNE ENTERPRISE CO., LTD;ONTARIO DIVISION 420, NUGGET AVENUE,UNIT 2, TORONTO, ON M1S 4A4 CA;03034990;Cá Ngừ Ồ nguyên con đông lạnh #&VN;0;Kilogam; 	2.550 ; 	2,40 ; 	2,40 ; 	6.120 ;USD; 	24.580,00 ; 	24.580,00 ;KC;FOB;2-Đường biển (container);Viet Nam;Viet Nam;Chi cục HQ CK cảng Cái Mép;Xuất kinh doanh;306727318350
